cliente,monto_por_categoria
69310,TIRO_medio
70178,PESP_medio
70379,PESP_mucho
70379,PESP_mucho
70379,PESP_medio
70941,INDP_mucho
70941,PESP_medio
71033,CAMP_mucho
71099,CAMP_medio
71099,INDU_poco
71641,CAMP_poco
71752,CAMP_mucho
71752,INDP_medio
71752,PESC_medio
71752,PESP_poco
67111,OPTI_mucho
67111,PESC_mucho
67111,PESP_mucho
67111,PESR_mucho
70408,PESC_medio
70408,PESR_mucho
70408,PESP_mucho
70408,CAMP_poco
70408,OPTI_mucho
70408,PESP_mucho
70408,TIRO_poco
70408,CAMP_mucho
70408,OPTI_mucho
70408,PESP_medio
70408,TIRO_medio
70483,CAMP_medio
70483,OPTI_poco
70530,PESP_medio
70899,CAMP_mucho
70899,INDU_medio
70899,PESC_mucho
70899,PESP_mucho
70899,PESR_mucho
71322,CAMP_mucho
71322,INDU_poco
71322,PESC_medio
71322,PESP_mucho
71322,PESR_poco
71383,CAMP_medio
71383,PESC_poco
71383,PESP_poco
71383,PESR_medio
71510,CAMP_mucho
71510,INDP_mucho
71510,INDU_medio
71510,PESC_medio
71510,PESP_mucho
71510,PESR_medio
71613,CAMP_poco
71613,INDP_poco
71613,INDU_poco
71613,PESC_medio
71613,PESP_medio
71613,PESR_mucho
71613,CAMP_medio
71748,OPTI_medio
71748,OPTI_medio
71748,OPTI_poco
67263,CAMP_medio
67263,INDP_mucho
67573,CAMP_medio
67573,CUCH_mucho
67573,PESP_mucho
67587,CAMP_mucho
67587,INDU_medio
67603,INDP_medio
67603,INDU_mucho
67603,PESC_mucho
67603,PESP_mucho
67603,PESR_mucho
67603,INDP_poco
67603,PESP_mucho
67603,TIRO_poco
67654,CAMP_poco
67654,INDU_poco
67654,PESP_medio
67965,OPTI_medio
68727,CAMP_medio
70359,PESP_mucho
70359,PESR_mucho
70408,CAMP_poco
70483,CAMP_mucho
71213,CAMP_mucho
71538,PESC_medio
71538,PESP_poco
71690,CAMP_poco
71690,CUCH_poco
71690,INDU_medio
71690,OPTI_poco
71690,PESC_poco
71690,PESP_poco
71690,PESR_poco
71752,CAMP_poco
71699,PESC_mucho
71699,PESP_mucho
71699,PESR_mucho
68299,CAMP_medio
69392,PESP_mucho
69580,CAMP_poco
69580,OPTI_mucho
70408,PESP_medio
70408,PESR_poco
70579,OPTI_mucho
71378,INDP_poco
71641,CAMP_poco
71641,PESC_poco
71641,PESP_poco
71641,PESR_poco
71649,CAMP_mucho
71784,CAMP_poco
71784,INDP_poco
71784,PESP_medio
71787,CAMP_mucho
71787,CUCH_medio
71787,INDU_medio
71787,OPTI_medio
71787,PESC_mucho
71787,PESP_medio
71787,PESR_mucho
67111,OPTI_medio
67422,OPTI_mucho
67473,CAMP_medio
67473,CUCH_poco
67473,INDU_medio
67473,PESP_poco
68626,PESC_medio
68626,PESR_medio
68769,CAMP_poco
68769,OPTI_mucho
68769,CAMP_poco
68769,OPTI_mucho
69713,CAMP_poco
69824,CAMP_mucho
70833,CAMP_mucho
70833,PESP_medio
71167,OPTI_mucho
71167,PESC_poco
71167,PESR_poco
71236,OPTI_medio
71279,CAMP_mucho
71668,CAMP_mucho
71752,CAMP_medio
71752,PESC_medio
71752,PESP_poco
71752,PESR_medio
71752,TIRO_poco
71789,CAMP_medio
