'Prod_ID','DescGen','DescAdic','Marca','Proveedor','Cat_ID','SubCat_ID','CantEnvase'
'D4BK','CUCHARA DOTTY SPINNER','CUCHARA DOTTY SPINNER Número: 4 Tipo: BK  Peso: 12 grs.','WATERDOG','000012','PESP','98',6
'D4W','CUCHARA DOTTY SPINNER','CUCHARA DOTTY SPINNER Número: 4 Tipo: W  Peso: 12 grs.','WATERDOG','000012','PESP','98',6
'D51-100H','TERMÓMETRO','TERMÓMETRO Modelo: TIMER Uso: AMBIENTAL  Tipo: DIGITAL','MICRONIC','000000','INST','241',1
'DAKO303','REEL DAKOTA CARRETEL ALUMINIO','REEL DAKOTA CARRETEL ALUMINIO Capacidad: Con .5mm 270 M   Rulemanes: 3 RULEMANES','WATERDOG','000012','PESR','209',1
'DARTS001','DARDO','DARDO  Pack/Medida: 6 DARDOS  Descripción: GABINETE MDF','WATERDOG','000011','TIRO','105',1
'DARTS002','DARDO','DARDO  Pack/Medida: 6 DARDOS  Descripción: GABINETE MDF','WATERDOG','000011','TIRO','105',1
'DARTS003','DARDO','DARDO  Pack/Medida: 6 DARDOS  Descripción: PIZARRA CHAMP.','WATERDOG','000011','TIRO','105',1
'DARTS005','DARDO','DARDO Modelo: CAJA REGALO Pack/Medida: CAJA X 3  Descripción: 21 grs.','WATERDOG','000011','TIRO','105',1
'DARTS006','DARDO','DARDO Modelo: FUNDA Pack/Medida: CAJA X 3  Descripción: 21 grs.','WATERDOG','000011','TIRO','105',1
'DARTS010','DARDO','DARDO Modelo: CAJA REGALO Pack/Medida: BLISTER X 3  Descripción: 21 grs.','WATERDOG','000011','TIRO','105',1
'DARTS011','DARDO','DARDO Modelo: CAJA REGALO Pack/Medida: BLISTER X 3  Descripción: 21 grs.','WATERDOG','000011','TIRO','105',1
'DARTS012','DARDO','DARDO Modelo: CAJA REGALO Pack/Medida: BLISTER X 3  Descripción: 16 grs.','WATERDOG','000011','TIRO','105',1
'DAXX2008','REEL DAXX','REEL DAXX Capacidad: Con .3mm 90 M   Rulemanes: 8 RULEMANES','KUNNAN','000034','PESR','206',1
'DAXX3008','REEL DAXX','REEL DAXX Capacidad: Con .3mm 130 M   Rulemanes: 8 RULEMANES','KUNNAN','000034','PESR','206',1
'DAXX4008','REEL DAXX','REEL DAXX Capacidad: Con .36mm 165 M   Rulemanes: 8 RULEMANES','KUNNAN','000034','PESR','210',1
'DAXX5008','REEL DAXX','REEL DAXX Capacidad: Con .5mm 100 M   Rulemanes: 8 RULEMANES','KUNNAN','000034','PESR','210',1
'DAYPACK30','MOCHILAS URBANAS','MOCHILAS URBANAS Modelo: DAY PACK Capacidad: 30 Litros','WATERDOG','000000','CAMP','175',1
'DBK001','BOLSO ESTANCO','BOLSO ESTANCO Modelo: DBK Descripción: PESCADOR','KUNNAN','000050','PESP','59',1
'DC2','BRÚJULA','BRÚJULA  Descripción: SILBATO  Uso: Con Accesorios','WATERDOG','000000','CAMP','62',1
'DC20','BRÚJULA','BRÚJULA    Uso: Plástica','WATERDOG','000000','CAMP','62',20
'DC34','BRÚJULA','BRÚJULA Modelo: .   Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC44-2','BRÚJULA','BRÚJULA Modelo: .   Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC45-1','BRÚJULA','BRÚJULA    Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC45-2A','BRÚJULA','BRÚJULA    Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC45-2B','BRÚJULA','BRÚJULA    Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC45-3A','BRÚJULA','BRÚJULA    Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DC45-5C','BRÚJULA','BRÚJULA    Uso: De Mapa','WATERDOG','000011','CAMP','62',1
'DC45-6','BRÚJULA','BRÚJULA    Uso: De Mapa','WATERDOG','000011','CAMP','62',1
'DC45-6B','BRÚJULA','BRÚJULA    Uso: Militar-Metal.','WATERDOG','000011','CAMP','62',1
'DE14YBKM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YBKM  Peso: 14 grs.','WATERDOG','000012','PESP','98',6
'DE14YRD','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YRD  Peso: 14 grs.','WATERDOG','000012','PESP','98',6
'DE19BGM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: BGM  Peso: 19 grs.','WATERDOG','000012','PESP','98',6
'DE19YBKM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YBKM  Peso: 19 grs.','WATERDOG','000012','PESP','98',6
'DE19YRD','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YRD  Peso: 19 grs.','WATERDOG','000012','PESP','98',6
'DE30BGM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: BGM  Peso: 30 grs.','WATERDOG','000012','PESP','98',6
'DE30SGRM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: SGRM  Peso: 30 grs.','WATERDOG','000012','PESP','98',6
'DE30YBKM','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YBKM  Peso: 30 grs.','WATERDOG','000012','PESP','98',6
'DE30YRD','CUCHARA DOUBLE EAR','CUCHARA DOUBLE EAR  Tipo: YRD  Peso: 30 grs.','WATERDOG','000012','PESP','98',6
'DELTA3604','CAÑA DELTA','CAÑA DELTA Largo: 360 cm. Tramos: 4 Tramos  Acción: Mediana Pesada','WATERDOG','000012','PESC','79',1
'DELTA3904','CAÑA DELTA','CAÑA DELTA Largo: 390 cm. Tramos: 4 Tramos  Acción: Mediana Pesada','WATERDOG','000012','PESC','79',1
'DEMONKCT60','CAÑA NANO DEMON','CAÑA NANO DEMON Largo: 180 cm. Tramos: 1 Tramo  Acción: Mediana','KUNNAN','000012','PESC','75',1
'DEMONKCT66','CAÑA NANO DEMON','CAÑA NANO DEMON Largo: 195 cm. Tramos: 1 Tramo  Acción: Mediana','KUNNAN','000012','PESC','75',1
'DEMONKCT70','CAÑA NANO DEMON','CAÑA NANO DEMON Largo: 210 cm. Tramos: 1 Tramo  Acción: Mediana','KUNNAN','000012','PESC','75',1
'DERBY180','CAÑA DERBY HUECA','CAÑA DERBY HUECA Largo: 180 cm. Tramos: 2 Tramos  Acción: Liviana','WATERDOG','000012','PESC','79',1
'DERBY190','CAÑA DERBY HUECA','CAÑA DERBY HUECA Largo: 190 cm. Tramos: 2 Tramos  Acción: Liviana','WATERDOG','000012','PESC','79',1
'DERBY210','CAÑA DERBY HUECA','CAÑA DERBY HUECA Largo: 210 cm. Tramos: 2 Tramos  Acción: Liviana','WATERDOG','000012','PESC','79',1
'DERBY240','CAÑA DERBY HUECA','CAÑA DERBY HUECA Largo: 240 cm. Tramos: 2 Tramos  Acción: Mediana','WATERDOG','000012','PESC','79',1
'DERBY270','CAÑA DERBY HUECA','CAÑA DERBY HUECA Largo: 270 cm. Tramos: 2 Tramos  Acción: Mediana','WATERDOG','000012','PESC','79',1
'DESCAMADOR','HERRAMIENTA PESCA','HERRAMIENTA PESCA  Descripción 2: DESCAMADOR  Descripción 3: ACERO INOX','WATERDOG','000006','PESP','196',1
'DESERT','BOLSA DE DORMIR DESERT - (190 + 40) x 85 cm','BOLSA DE DORMIR DESERT - (190 + 40) x 85 cm Temperatura: -7°C Densidad: 300 gr/m²  Tipo: DISCOVERY','WATERDOG','000020','CAMP','53',1
'DESTRABACANOS','REPUESTO RIFLE','REPUESTO RIFLE Modelo: DESTRABA CAÑOS Tipo: BUTTON','LESLIE','000000','TIRO','224',1
'DF30PM','CUCHARA DEEP FLASH','CUCHARA DEEP FLASH  Tipo: PM  Peso: 30 grs.','WATERDOG','000012','PESP','98',6
'DIALEX1005','REEL DIALEX','REEL DIALEX Capacidad: Con .2mm 85 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','206',1
'DIALEX2005','REEL DIALEX','REEL DIALEX Capacidad: Con .25mm 90 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','206',1
'DIALEX3005','REEL DIALEX','REEL DIALEX Capacidad: Con .3mm 95 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','206',1
'DIALEX4005','REEL DIALEX','REEL DIALEX Capacidad: Con .35mm 135 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','210',1
'DIALEX5005','REEL DIALEX','REEL DIALEX Capacidad: Con .4mm 140 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','210',1
'DIALEX6005','REEL DIALEX','REEL DIALEX Capacidad: Con .4mm 175 M   Rulemanes: 5 RULEMANES','KUNNAN','000034','PESR','210',1
'DISCOVERYPRO','CARPA DISCOVERY (210 X 510 ) con Piso','CARPA DISCOVERY (210 X 510 ) con Piso Uso: Familiar Personas: 4 Personas  Altura: 190 c/piso','WATERDG','000005','CAMP','110',1
'DJ087','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJ090','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJM03','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJM138','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJM17','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJM194','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DJMF06','SEÑUELO DEEP JOINTED MINNOW','SEÑUELO DEEP JOINTED MINNOW Peso: 12 grs. Medida: 130 mm  Anzuelo: 3VMC','KUNNAN','000012','PESP','227',1
'DM32S','CUCHARA DIAMOND','CUCHARA DIAMOND Número: 32 Tipo: S  Peso: 14 grs.','WATERDOG','000000','PESP','98',6
'DM32SBD','CUCHARA DIAMOND','CUCHARA DIAMOND Número: 32 Tipo: SBD  Peso: 14 grs.','WATERDOG','000000','PESP','98',6
'DOMEI','CARPA DOME I (150 X 200 )','CARPA DOME I (150 X 200 ) Uso: Trekking Personas: 2 Personas  Altura: 105 cm.','N/A','000005','CAMP','110',1
'DOMEII','CARPA DOME II (210 x 210)','CARPA DOME II (210 x 210) Uso: Trekking Personas: 3 Personas  Altura: 130 cm.','N/A','000005','CAMP','110',1
'DOMEIII','CARPA DOME III (240 x 210)','CARPA DOME III (240 x 210) Uso: Trekking Personas: 4 Personas  Altura: 140 cm.','N/A','000005','CAMP','110',1
'DOM-F2005','REEL DOMINATOR FRENO DELANTERO','REEL DOMINATOR FRENO DELANTERO Capacidad: Con .25mm 130 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','206',1
'DOM-F3005','REEL DOMINATOR FRENO DELANTERO','REEL DOMINATOR FRENO DELANTERO Capacidad: Con .3mm 100 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','206',1
'DOM-F4005','REEL DOMINATOR FRENO DELANTERO','REEL DOMINATOR FRENO DELANTERO Capacidad: Con .4mm 100 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','210',1
'DOM-R1005','REEL DOMINATOR FRENO TRASERO','REEL DOMINATOR FRENO TRASERO Capacidad: Con .22mm 85 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','206',1
'DOM-R2005','REEL DOMINATOR FRENO TRASERO','REEL DOMINATOR FRENO TRASERO Capacidad: Con .25mm 130 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','206',1
'DOM-R3005','REEL DOMINATOR FRENO TRASERO','REEL DOMINATOR FRENO TRASERO Capacidad: Con .3mm 100 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','206',1
'DOM-R4005','REEL DOMINATOR FRENO TRASERO','REEL DOMINATOR FRENO TRASERO Capacidad: Con .4mm 100 M   Rulemanes: 5 RULEMANES','KUNNAN','000012','PESR','210',1
'DOWNHILL','CARPA DOWNHILL (240 x 210)','CARPA DOWNHILL (240 x 210) Uso: Técnicas Personas: 1 Persona  Altura: 100 cm.','NATWAY','000005','CAMP','110',1
'DRACO1952','CAÑA DRACO','CAÑA DRACO Largo: 195 cm. Tramos: 2 Tramos  Acción: 10-17 LBS.','KUNNAN','000006','PESC','75',1
'DRACO2102','CAÑA DRACO','CAÑA DRACO Largo: 210 cm. Tramos: 2 Tramos  Acción: 10-17 LBS.','KUNNAN','000006','PESC','75',1
'DRACO2302','CAÑA DRACO','CAÑA DRACO Largo: 230 cm. Tramos: 2 Tramos  Acción: 10-17 LBS.','KUNNAN','000006','PESC','75',1
'DRAGO2102','CAÑA NANO DRAGO','CAÑA NANO DRAGO Largo: 210 cm. Tramos: 2 Tramos  Acción: Mediana','KUNNAN','000012','PESC','79',1
'DRAGO2402','CAÑA NANO DRAGO','CAÑA NANO DRAGO Largo: 240 cm. Tramos: 2 Tramos  Acción: Mediana','KUNNAN','000012','PESC','79',1
'DRAGO2702','CAÑA NANO DRAGO','CAÑA NANO DRAGO Largo: 270 cm. Tramos: 2 Tramos  Acción: Mediana','KUNNAN','000012','PESC','79',1
'DRAGO3002','CAÑA NANO DRAGO','CAÑA NANO DRAGO Largo: 300 cm. Tramos: 2 Tramos  Acción: Mediana','KUNNAN','000012','PESC','79',1
'DRAKE5-6','REEL DE FLY DRAKE','REEL DE FLY DRAKE Linea: 5-6   Large Arbor: NO','WATERDOG','000012','PESR','204',1
'DRAKEN1952-10','CAÑA DRAKEN','CAÑA DRAKEN Largo: 195 cm. Tramos: 2 Tramos  Acción: 10-20 LBS.','KUNNAN','000006','PESC','75',1
'DRAKEN2102-10','CAÑA DRAKEN','CAÑA DRAKEN Largo: 210 cm. Tramos: 2 Tramos  Acción: 10-20 LBS.','KUNNAN','000006','PESC','75',1
'DRAKEN2102-12','CAÑA DRAKEN','CAÑA DRAKEN Largo: 210 cm. Tramos: 2 Tramos  Acción: 12-25 LBS.','KUNNAN','000006','PESC','75',1
'DS01-12','BALANZA','BALANZA Uso: COLGANTE Descripción: C. MÉTRICA.  Peso Máximo: 12 Kilos','WATERDOG','000006','PESP','32',1
'DS02','TERMÓMETRO','TERMÓMETRO Modelo: PODOMETRO Uso: AMBIENTAL  Tipo: DIGITAL','MICRONIC','000000','INST','241',1
'DS16BGM','CUCHARA DROP SQUARE','CUCHARA DROP SQUARE  Tipo: BGM  Peso: 16 grs.','KUNNAN','000012','PESP','98',6
'DS16BKM','CUCHARA DROP SQUARE','CUCHARA DROP SQUARE  Tipo: BKM  Peso: 16 grs.','KUNNAN','000012','PESP','98',6
'DS16GNY','CUCHARA DROP SQUARE','CUCHARA DROP SQUARE  Tipo: GNY  Peso: 16 grs.','KUNNAN','000012','PESP','98',6
'DS16SBK','CUCHARA DROP SQUARE','CUCHARA DROP SQUARE  Tipo: SBK  Peso: 16 grs.','KUNNAN','000012','PESP','98',6
'DS3A20M-XL','TRAJE NEOPRENNE','TRAJE NEOPRENNE Talle: X Large Neoprene: 3mm/2mm  Tipo: SHORTY','NATWAY','000000','INDP','137',1
'DS3A20M-XXL','TRAJE NEOPRENNE','TRAJE NEOPRENNE Talle: XX Large Neoprene: 3mm/2mm  Tipo: SHORTY','NATWAY','000000','INDP','137',1
'DT04','METEORLÓGICA','METEORLÓGICA  Uso: PARED  Tipo: DIGITAL','MICRONIC','000000','INST','114',1
'DT09','TERMÓMETRO','TERMÓMETRO Modelo: INT Y EXTERIOR Uso: AMBIENTAL  Tipo: DIGITAL','MICRONIC','000000','INST','241',1
'DTH07','TERMÓMETRO','TERMÓMETRO Modelo: INT Y EXTERIOR Uso: VENTANA  Tipo: DIGITAL','MICRONIC','000062','INST','241',1
'DUCHA','DUCHA','DUCHA  Número 1: 20 Litros','WATERDOG','000000','CAMP','111',1
'DURAGS002','DURAG','DURAG Tipo: MULTIFUNCIÓN   Est/Material: POLIÉSTER','NATWAY','000011','INDU','112',12
'DURAGS004','DURAG','DURAG Tipo: CUELLO CAPUCHA   Est/Material: POLIÉSTER','NATWAY','000011','INDU','112',12
'DURAGS005','DURAG','DURAG Tipo: GORRA VISERA   Est/Material: POLIÉSTER','NATWAY','000011','INDU','112',12
'DURAGS007','DURAG','DURAG Tipo: MULTIFUNCIÓN Talle: TUBULAR  Est/Material: POLIÉSTER','NATWAY','000011','INDU','112',12
'DURAGS008','DURAG','DURAG Tipo: MULTIFUNCIÓN Talle: TUBULAR  Est/Material: POLIÉSTER','NATWAY','000011','INDU','112',12
'DURAGS009','DURAG','DURAG Tipo: MULTIFUNCIÓN Talle: TUBULAR  Est/Material: ACRÍLICO','NATWAY','000011','INDU','112',12
'DV40B-10','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 10  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-11','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 11  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-12','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 12  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-13','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 13  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-7','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 7  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-8','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 8  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DV40B-9','BOTA DE NEOPRENE','BOTA DE NEOPRENE Modelo: DV40B Talle: 9  Material/mm: Neoprene 5mm.','WATERDOG','000018','INDP','61',1
'DY0.12A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.12 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.14A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.14 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.16A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.16 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.18A-5','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.18 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',5
'DY0.18A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.18 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.22A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.22 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.25A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.25 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.30A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.30 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.35A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.35 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.35M-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.35 mm  Color: Marrón','TRIPLEFISH','000039','PESP','150',6
'DY0.40A-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.40 mm  Color: Amarillo','TRIPLEFISH','000039','PESP','150',6
'DY0.40M-6','LÍNEA MULTIFILAMENTO','LÍNEA MULTIFILAMENTO Modelo: DYNEEMA Medida: 0.40 mm  Color: Marrón','TRIPLEFISH','000039','PESP','150',6
'DYW3605','CAÑA DYW','CAÑA DYW Largo: 360 cm. Tramos: 5 Tramos  Acción: Punta','WATERDOG','000006','PESC','76',1
'DYW4205','CAÑA DYW','CAÑA DYW Largo: 420 cm. Tramos: 5 Tramos  Acción: Punta','WATERDOG','000006','PESC','76',1
'EC45-1','BRÚJULA','BRÚJULA    Uso: Militar-Plást.','WATERDOG','000011','CAMP','62',1
'ECLIPSE450','BOLSA DE DORMIR ECLIPSE - 190+40 x 85 cm','BOLSA DE DORMIR ECLIPSE - 190+40 x 85 cm Temperatura: -10°C Densidad: 450 gr/m²  Tipo: SUPER MOUNTAIN','WATERDOG','000020','CAMP','53',1
'ENDURO1003','REEL ENDURO','REEL ENDURO Capacidad: Con .15mm 120 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','206',1
'ENDURO2003','REEL ENDURO','REEL ENDURO Capacidad: Con .2mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','206',1
'ENDURO3003','REEL ENDURO','REEL ENDURO Capacidad: Con .3mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','206',1
'ENDURO5003','REEL ENDURO','REEL ENDURO Capacidad: Con .5mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','210',1
'ENV200','BOLSA DE DORMIR ENVELOPE-180 x 75 cm','BOLSA DE DORMIR ENVELOPE-180 x 75 cm Temperatura: 10°C Densidad: 200 gr/m²  Tipo: ECO TREKKING','WATERDOG','000000','CAMP','53',1
'ENYG4006','CAÑA ENYGMA','CAÑA ENYGMA Largo: 400 cm. Tramos: 6 Tramos  Acción: Punta','KUNNAN','000006','PESC','76',1
'ENYG4206','CAÑA ENYGMA','CAÑA ENYGMA Largo: 420 cm. Tramos: 6 Tramos  Acción: Punta','KUNNAN','000006','PESC','76',1
'EPL422A','METEORLÓGICA','METEORLÓGICA  Uso: BOLSILLO  Tipo: DIGITAL','MICRONIC','000000','INST','114',1
'ERF540D','METEORLÓGICA','METEORLÓGICA  Uso: EXTERIOR  Tipo: DIGITAL','MICRONIC','000000','INST','114',1
'ERF554X','METEORLÓGICA','METEORLÓGICA  Uso: EXTERIOR  Tipo: DIGITAL','MICRONIC','000000','INST','114',1
'ERF561X','METEORLÓGICA','METEORLÓGICA  Uso: EXTERIOR  Tipo: DIGITAL','MICRONIC','000000','INST','114',1
'ERNE','BASTÓN TREKKING','BASTÓN TREKKING Modelo: 3 secciones Tipo: 65 hasta 135 cm  Material: Aluminio','NATWAY','000011','CAMP','41',2
'EROS2003','REEL EROS','REEL EROS Capacidad: Con .2mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','206',1
'EROS3003','REEL EROS','REEL EROS Capacidad: Con .3mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','206',1
'EROS4003','REEL EROS','REEL EROS Capacidad: Con .4mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','210',1
'EROS5003','REEL EROS','REEL EROS Capacidad: Con .5mm 100 M   Rulemanes: 3 RULEMANES','WATERDOG','000006','PESR','210',1
'ESM1','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 1  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM1/0','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 1/0  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM10','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 10  Pack: GRUESA','WATERDOG','000012','PESP','196',1
'ESM10X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 10  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESM12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 12  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM12X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 12  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESM14','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 14  Pack: GRUESA','WATERDOG','000012','PESP','196',1
'ESM14X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 14  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESM16','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 16  Pack: GRUESA','WATERDOG','000000','PESP','196',1
'ESM16X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 16  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESM18','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 18  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM1X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 1  Pack: X 12 SOBRES','WATERDOG','000006','PESP','196',1
'ESM2/0','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 2/0  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM20','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 20  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM20X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 20  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESM3','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 3  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM3/0','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 3/0  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM3X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 3  Pack: X 12 SOBRES','WATERDOG','000006','PESP','196',1
'ESM5','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 5  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM5/0','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 5/0  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM5X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 5  Pack: X 12 SOBRES','WATERDOG','000006','PESP','196',1
'ESM7','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 7  Pack: GRUESA','WATERDOG','000006','PESP','196',1
'ESM7X12','ESMERILLÓN DE BRONCE','ESMERILLÓN DE BRONCE  Número: 7  Pack: X 12 SOBRES','WATERDOG','000000','PESP','196',1
'ESMR0','ESMERILLÓN PAVONADO','ESMERILLÓN PAVONADO Modelo: RULEMÁN Número: 0  Pack: X 72 UNIDADES','WATERDOG','000006','PESP','196',1
